,Date,MUCAPE,DCAPE,LCL,LFC,PW,7-5LR,MeanRH,MeanMixR,SfcT,SfcTd,DD,FZL_AGL,WC,0-6km Shear Dir,0-6km Shear Mag,MW Dir,MW Mag,C Up Dir,C Up Mag,C Dn Dir,C Dn Mag,SM Dir,SM Mag,4-6km dir,4-6km mag,deterministicRRA,probabilisticRRA,Basins,Year,Month
986,08/08/2013,0.0,277.33,4231.31,-999.0,1.2,8.0,16.16,3.23,30.91,-2.52,31.76,3432.06,0.0,192.87,19.23,202.54,17.67,170.45,11.34,191.52,29.76,232.54,13.25,149.51,13.94,0.0,0.125,0.0,2013,8
987,08/09/2013,0.0,271.41,3987.25,-999.0,1.34,7.68,17.05,3.59,30.81,-2.11,31.35,3344.79,0.0,200.43,22.82,195.06,14.92,164.22,14.65,180.85,31.1,225.06,11.19,160.12,16.31,0.0,0.125,0.0,2013,8
988,08/10/2013,0.0,1428.0,3900.57,-999.0,1.28,7.72,19.33,4.04,31.33,-0.61,30.75,3374.03,0.0,208.97,24.17,193.88,17.59,168.09,10.03,190.19,28.69,223.88,13.19,178.91,10.66,0.0,0.125,0.0,2013,8
989,08/11/2013,0.0,283.25,3594.77,-999.0,1.41,7.69,21.3,4.43,31.47,0.9,29.14,3456.76,0.0,161.08,12.42,191.6,13.01,150.97,12.7,174.47,26.07,221.6,9.76,144.37,10.74,0.0,0.125,0.0,2013,8
990,08/12/2013,0.0,1634.07,3618.16,-999.0,1.28,8.13,20.34,4.38,31.62,1.1,29.34,3464.89,0.0,245.23,10.8,217.15,9.81,215.65,8.08,224.8,23.1,247.15,7.35,172.34,1.06,0.0,0.125,0.0,2013,8
991,08/13/2013,0.0,306.76,4435.0,-999.0,1.03,7.2,13.61,3.11,32.1,-2.69,33.23,3596.39,0.0,247.28,9.38,204.45,4.96,220.57,6.59,232.19,18.73,234.45,3.72,67.15,1.28,0.0,0.125,0.0,2013,8
992,08/14/2013,0.0,282.09,4411.11,-999.0,0.98,7.31,13.02,3.09,32.17,-4.32,36.14,3782.24,0.0,267.25,15.61,254.18,11.18,254.36,6.08,258.15,21.22,284.18,8.38,208.42,6.67,0.0,0.125,0.0,2013,8
993,08/15/2013,82.23,336.46,3733.42,3974.38,2.38,8.17,21.82,5.92,33.58,3.24,29.0,3798.12,79.28,277.63,22.71,221.6,10.94,248.03,8.58,245.6,22.18,251.6,8.21,228.21,6.26,0.0,0.375,0.0,2013,8
994,08/16/2013,320.81,1699.88,3127.34,3530.62,2.66,7.66,30.39,7.81,34.7,8.52,25.46,3888.86,624.54,165.5,10.0,212.15,7.81,183.05,8.72,196.62,19.46,242.15,5.86,146.07,5.81,1.0,0.605,0.0,2013,8
995,08/17/2013,820.55,1719.36,3103.75,3534.89,2.66,8.29,30.87,8.3,35.58,9.63,24.91,3870.57,745.57,222.27,9.18,220.51,9.47,176.73,1.77,213.45,12.11,250.51,7.1,95.04,0.92,1.0,0.605,0.0,2013,8
996,08/18/2013,996.84,1393.12,2469.52,3173.53,2.93,8.04,42.54,9.48,33.57,11.39,20.0,3814.66,1303.1,85.73,13.14,357.48,1.41,95.16,7.84,109.05,8.39,27.48,1.05,65.98,7.73,1.0,0.605,0.0,2013,8
997,08/19/2013,327.87,1026.38,2567.92,3299.51,3.14,7.1,39.47,8.8,32.34,10.54,20.5,3872.11,1232.24,150.23,17.08,204.44,4.34,126.16,9.15,154.0,14.56,234.44,3.26,122.5,10.8,1.0,0.845,0.0,2013,8
998,08/20/2013,180.89,1055.87,2800.76,3719.62,2.67,7.45,32.89,7.49,33.02,8.84,22.4,3814.39,949.11,212.37,24.41,222.94,7.94,195.93,9.43,207.63,20.88,252.94,5.96,197.93,13.48,1.0,0.605,0.0,2013,8
999,08/21/2013,405.86,1163.51,2885.86,3587.71,2.86,7.71,33.1,7.89,33.43,9.04,23.1,3874.61,893.65,206.34,15.48,214.39,4.67,198.69,9.97,201.6,19.05,244.39,3.5,202.46,5.97,0.0,0.375,1.0,2013,8
1000,08/22/2013,325.51,1076.7,2843.36,3515.66,2.88,7.67,33.7,7.87,33.05,9.17,22.77,3774.17,854.02,205.14,18.3,224.41,5.64,177.15,6.29,196.75,15.03,254.41,4.23,179.46,5.02,1.0,0.605,0.0,2013,8
1001,08/23/2013,476.87,807.86,2275.6,2628.26,3.16,6.92,46.5,9.14,28.91,10.97,17.36,3522.48,1223.21,240.64,20.35,231.26,5.61,242.38,7.93,230.9,17.48,261.26,4.21,248.43,5.61,1.0,0.605,0.0,2013,8
1002,08/24/2013,961.82,745.27,2086.3,2185.39,3.18,6.73,47.89,9.28,27.89,11.69,14.87,3429.58,1437.5,226.1,29.53,198.18,13.75,237.04,18.5,221.22,36.95,228.18,10.31,185.43,13.43,1.0,0.845,2.0,2013,8
1003,08/25/2013,284.93,653.44,2022.64,2221.17,3.54,6.08,55.22,10.25,28.29,13.35,12.79,3514.41,1491.17,228.39,37.69,199.23,7.02,217.17,15.38,208.28,30.12,229.23,5.26,220.08,14.72,1.0,0.845,1.0,2013,8
1004,08/26/2013,379.29,506.16,1535.79,2225.48,3.88,5.86,65.07,10.84,27.62,14.56,11.98,3673.16,2129.96,208.05,46.12,177.41,13.03,216.51,26.48,202.77,47.16,207.41,9.77,206.85,20.0,1.0,0.845,1.0,2013,8
1005,08/27/2013,774.8,734.69,1432.55,1735.71,3.79,6.17,62.19,11.54,28.52,15.75,11.29,3684.05,2196.52,203.01,29.76,183.64,12.26,217.88,12.94,202.89,26.31,213.64,9.2,193.8,13.23,1.0,0.845,0.0,2013,8
1006,08/28/2013,369.32,896.41,2109.12,2587.1,3.23,6.86,44.69,9.69,31.21,12.92,16.72,3739.58,1459.55,212.06,19.22,182.68,7.8,196.63,12.4,196.74,23.2,212.68,5.85,176.79,9.34,1.0,0.605,1.0,2013,8
1007,08/29/2013,408.83,796.54,1921.13,2656.79,3.56,6.81,51.06,10.7,31.1,14.24,15.2,3938.37,1905.85,181.12,5.31,185.54,3.42,147.89,4.44,175.61,8.61,215.54,2.57,158.21,3.94,1.0,0.605,0.0,2013,8
1008,08/30/2013,771.7,733.08,1388.25,2658.94,4.19,6.62,59.98,12.28,29.78,16.65,10.89,3904.27,2407.08,102.33,3.05,96.84,3.28,76.4,10.65,81.92,13.03,126.84,2.46,140.16,6.37,1.0,0.845,0.0,2013,8
1009,08/31/2013,1181.41,609.89,1065.44,1606.23,4.3,5.93,66.95,12.85,27.8,17.81,8.33,4016.04,2792.67,358.93,7.47,67.19,3.31,54.55,7.32,56.0,10.75,97.19,2.48,19.12,5.69,1.0,0.845,0.0,2013,8
1010,09/01/2013,604.56,577.01,1324.23,1971.95,4.21,5.53,71.88,12.38,28.14,16.19,10.45,3967.32,2706.66,128.37,13.32,210.38,8.07,114.4,7.43,155.79,12.65,240.38,6.05,114.45,7.89,1.0,0.845,0.0,2013,9
1011,09/02/2013,802.18,912.73,1783.89,2519.93,3.4,6.56,55.55,11.09,30.79,14.63,14.11,3844.61,2016.4,198.02,21.01,209.35,12.22,195.22,14.49,199.85,30.04,239.35,9.17,180.91,12.82,0.0,0.375,0.0,2013,9
1012,09/03/2013,581.23,821.27,2061.99,2239.46,3.39,6.47,49.67,10.31,30.86,13.36,16.38,3877.12,1690.39,179.9,20.68,201.24,12.22,180.87,17.39,188.31,34.24,231.24,9.16,169.99,13.05,1.0,0.605,0.0,2013,9
1013,09/04/2013,750.4,1063.33,2105.71,2748.11,3.2,7.39,44.21,9.92,31.93,13.57,16.67,3838.75,1657.68,187.62,18.16,174.31,7.82,178.89,12.32,179.9,23.79,204.31,5.87,151.45,10.7,1.0,0.605,1.0,2013,9
1014,09/05/2013,582.01,1064.23,2203.58,2841.96,2.93,7.37,41.51,9.32,32.44,12.77,17.47,3734.06,1470.26,203.73,16.83,190.56,10.73,188.19,12.5,189.77,27.06,220.56,8.05,160.32,10.33,0.0,0.375,0.0,2013,9
1015,09/06/2013,451.13,942.36,2427.48,2969.79,3.13,7.53,37.2,8.75,32.52,11.55,19.29,3627.91,1159.2,168.99,17.11,193.74,10.34,153.12,11.31,172.8,23.65,223.74,7.76,135.81,15.41,1.0,0.605,0.0,2013,9
1016,09/07/2013,345.02,697.93,2043.14,2816.93,3.48,6.68,47.31,9.44,29.04,11.94,16.2,3539.04,1425.21,180.01,16.7,172.63,3.81,164.82,7.09,170.51,15.33,202.63,2.86,160.99,5.94,1.0,0.845,1.0,2013,9
1017,09/08/2013,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,284.88,1.3,31.64,10.74,30.15,3.51,35.55,11.28,61.64,8.06,343.61,8.88,1.0,0.845,,2013,9
1018,09/09/2013,574.27,530.69,1434.84,1882.8,3.16,6.44,62.4,9.99,26.23,13.58,11.36,3269.23,1772.65,135.36,8.23,55.31,9.88,271.58,1.01,78.89,7.07,85.31,7.41,23.83,3.91,1.0,0.845,1.0,2013,9
1019,09/10/2013,159.25,164.26,935.67,1343.17,3.51,5.45,77.66,10.16,22.05,13.45,7.39,3166.68,2140.81,153.95,12.81,148.48,5.63,150.93,8.61,150.64,15.41,178.48,4.22,150.92,7.12,1.0,0.845,1.0,2013,9
1020,09/11/2013,493.34,283.66,928.64,1248.53,3.17,5.68,75.56,9.81,22.87,13.81,7.33,3123.02,2198.15,61.75,6.31,261.62,2.7,61.18,4.58,39.51,3.72,291.62,2.02,96.17,3.25,1.0,0.845,3.0,2013,9
1021,09/12/2013,382.96,394.58,1179.34,2006.71,3.18,6.0,73.15,9.4,23.4,12.1,9.34,3230.7,1871.76,262.73,17.64,246.72,5.58,272.85,8.53,267.4,16.02,276.72,4.19,249.98,5.33,1.0,0.845,0.0,2013,9
1022,09/13/2013,372.9,543.55,1536.12,2320.09,2.7,6.3,54.02,8.76,26.8,12.28,12.16,3412.68,1897.47,283.77,21.64,294.52,8.5,289.78,9.14,289.69,21.24,324.52,6.38,274.76,12.2,1.0,0.605,0.0,2013,9
1023,09/14/2013,154.45,772.07,1930.98,3443.46,2.48,6.84,45.25,7.73,27.33,9.68,15.36,3384.19,1327.9,291.47,24.95,314.37,11.61,305.0,13.29,306.51,28.61,344.37,8.71,280.69,14.58,1.0,0.605,2.0,2013,9
1024,09/15/2013,239.75,1052.58,2122.55,2859.45,2.47,7.01,45.08,8.04,28.48,10.86,14.78,3522.19,1256.25,280.94,18.4,261.01,5.15,279.07,8.4,275.45,16.62,291.01,3.86,280.7,7.17,0.0,0.375,0.0,2013,9
1025,09/16/2013,330.61,1405.38,2212.67,5072.85,2.25,6.46,40.23,8.08,30.22,10.65,17.59,3673.34,1221.9,254.99,20.28,210.11,9.29,231.74,11.34,232.68,23.68,240.11,6.97,236.91,6.96,0.0,0.125,0.0,2013,9
1026,09/17/2013,190.57,1449.01,3078.86,-999.0,1.71,6.54,28.75,6.51,30.64,6.59,21.62,3672.76,354.46,251.16,38.68,230.1,30.03,284.92,13.77,249.89,45.09,260.1,22.52,216.25,19.68,0.0,0.125,0.0,2013,9
1027,09/18/2013,0.0,790.24,2974.73,-999.0,1.08,6.95,24.66,4.1,26.8,0.95,23.89,3532.2,670.6,256.78,36.11,250.86,11.02,258.42,17.06,257.79,36.1,280.86,8.27,251.2,17.83,0.0,0.125,0.0,2013,9
1028,09/19/2013,0.0,1102.34,2605.88,-999.0,1.09,6.94,24.43,4.01,27.22,2.94,20.8,3584.45,940.55,271.3,16.1,188.83,0.73,246.69,11.38,250.14,15.69,218.83,0.55,280.17,9.04,0.0,0.125,0.0,2013,9
1029,09/20/2013,0.0,1210.87,2926.26,-999.0,1.27,6.55,25.94,4.93,28.62,2.97,23.47,3774.24,792.1,240.94,28.47,214.42,20.62,251.25,11.36,231.96,34.45,244.42,15.47,202.43,10.37,0.0,0.125,0.0,2013,9
1030,09/21/2013,0.0,1165.06,2745.52,-999.0,1.59,6.57,33.82,6.05,28.04,5.35,19.51,3147.4,642.11,226.9,45.6,211.92,38.29,233.83,15.93,220.92,58.16,241.92,28.72,191.2,23.4,0.0,0.375,0.0,2013,9
1031,09/22/2013,110.51,476.44,1835.32,-999.0,1.42,5.65,53.41,5.07,18.89,2.55,14.79,2229.24,162.34,313.06,55.37,314.9,26.8,327.84,29.78,321.06,66.78,344.9,20.1,296.91,32.24,0.0,0.375,0.0,2013,9
1032,09/23/2013,0.0,600.01,2755.09,-999.0,0.9,5.93,33.3,4.11,23.11,2.15,18.39,3787.74,1006.47,282.03,33.29,270.49,8.87,272.56,19.01,272.9,35.15,300.49,6.65,276.47,18.35,0.0,0.125,0.0,2013,9
1033,09/24/2013,0.0,768.75,3868.13,-999.0,1.06,6.07,23.26,3.66,26.48,0.66,22.78,3733.38,0.0,244.85,53.04,233.57,29.91,259.44,19.01,243.54,56.77,263.57,22.43,220.07,25.62,0.0,0.125,0.0,2013,9
1034,09/25/2013,0.0,600.35,2814.81,-999.0,1.24,5.29,34.08,4.54,23.47,1.15,21.08,2933.85,259.95,252.34,69.26,235.66,46.18,257.86,26.01,246.41,79.89,265.66,34.64,227.86,41.17,0.0,0.125,0.0,2013,9
1035,09/26/2013,10.86,373.99,1976.87,-999.0,0.88,4.87,46.74,3.78,15.87,-1.02,12.36,1678.35,0.0,225.11,79.19,250.34,26.09,223.16,34.32,232.24,73.4,280.34,19.57,212.62,41.49,0.0,0.125,0.0,2013,9
1036,09/27/2013,0.0,380.0,1995.95,-999.0,0.84,5.11,46.45,3.61,17.01,-1.51,16.15,1820.97,0.0,308.98,40.28,346.72,15.77,304.44,19.65,315.77,40.42,16.72,11.83,304.53,23.96,0.0,0.125,0.0,2013,9
1037,09/28/2013,0.0,192.15,4896.45,-999.0,0.78,6.27,24.09,2.36,19.84,-3.81,20.55,3138.81,0.0,262.49,23.63,250.32,10.18,267.37,14.64,263.33,26.75,280.32,7.63,256.48,16.51,0.0,0.125,0.0,2013,9
1038,09/29/2013,0.0,172.55,6092.77,-999.0,0.8,5.82,19.33,2.5,22.99,-4.49,24.33,3603.05,0.0,272.06,22.18,265.64,14.04,296.77,11.9,278.97,29.1,295.64,10.53,252.3,10.4,0.0,0.125,0.0,2013,9
1039,09/30/2013,0.0,192.43,6098.73,-999.0,0.93,5.93,18.07,2.8,24.3,-3.97,25.41,3700.85,0.0,278.43,23.32,277.22,11.14,302.66,10.05,288.57,23.25,307.22,8.36,265.08,12.14,0.0,0.125,0.0,2013,9
1040,10/01/2013,0.0,194.27,3911.67,-999.0,1.34,5.83,20.98,3.34,25.27,-2.44,24.78,3457.38,0.0,274.47,17.61,240.47,15.39,326.24,8.26,274.73,17.74,270.47,11.54,241.59,4.28,0.0,0.125,0.0,2013,10
1041,10/02/2013,0.0,443.3,3063.47,-999.0,1.53,6.53,33.66,4.7,24.72,1.94,19.18,3148.24,64.2,263.75,37.46,241.08,27.01,289.99,14.77,259.52,44.25,271.08,20.26,229.39,15.97,0.0,0.125,0.0,2013,10
1042,10/03/2013,0.0,124.12,4283.78,-999.0,1.26,4.54,37.87,4.26,19.47,0.45,18.61,2263.67,0.0,273.46,79.53,287.28,31.99,261.14,51.69,272.34,93.7,317.28,23.99,259.48,54.19,0.0,0.125,0.0,2013,10
1043,10/04/2013,0.0,109.97,6092.76,-999.0,0.59,3.8,37.11,2.5,13.91,-5.87,17.43,1551.14,0.0,312.96,53.39,18.73,21.85,297.86,27.73,322.27,50.17,48.73,16.39,318.01,33.89,0.0,0.125,0.0,2013,10
1044,10/05/2013,0.0,132.44,7622.55,-999.0,0.5,5.03,23.92,2.15,16.88,-7.42,21.26,3328.8,0.0,9.74,29.86,32.35,19.16,9.04,18.01,16.46,41.64,62.35,14.37,355.16,17.11,0.0,0.125,0.0,2013,10
1045,10/06/2013,0.0,154.87,6287.16,-999.0,0.69,6.94,15.68,2.52,21.68,-5.65,23.88,3775.2,0.0,289.18,18.91,86.46,1.54,276.68,11.75,276.09,14.74,116.46,1.15,294.94,9.65,0.0,0.125,0.0,2013,10
1046,10/07/2013,0.0,177.58,4276.44,-999.0,0.72,6.61,20.32,2.93,24.0,-3.57,24.81,3633.04,0.0,214.21,38.32,212.0,26.19,216.0,21.6,214.85,52.45,242.0,19.64,197.62,22.13,0.0,0.125,0.0,2013,10
1047,10/08/2013,0.0,196.01,3997.07,-999.0,0.94,6.82,16.94,2.36,22.28,-7.31,27.15,2545.87,0.0,233.25,46.96,221.67,26.69,246.95,14.94,230.81,49.22,251.67,20.02,208.21,21.73,0.0,0.375,0.0,2013,10
1048,10/09/2013,119.25,495.82,2038.55,2379.47,1.39,7.39,47.9,4.47,18.76,0.13,15.01,1963.56,0.0,162.71,41.49,177.01,33.93,165.77,20.74,175.16,60.29,207.01,25.45,152.63,24.91,0.0,0.375,0.0,2013,10
1049,10/10/2013,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,286.78,29.24,285.99,14.33,311.88,13.95,296.62,31.85,315.99,10.75,259.61,17.26,0.0,0.375,,2013,10
1050,10/11/2013,0.0,401.85,1614.17,-999.0,1.19,5.26,62.77,4.95,16.5,3.36,9.78,2200.22,354.39,296.95,30.43,305.44,10.58,295.04,15.95,296.9,32.95,335.44,7.93,285.06,20.4,0.0,0.125,0.0,2013,10
1051,10/12/2013,0.0,530.16,2211.1,-999.0,1.11,5.41,49.13,4.6,18.03,1.62,14.32,2402.73,185.82,245.02,43.69,232.57,20.02,253.06,18.34,243.98,44.64,262.57,15.02,232.03,22.68,0.0,0.125,0.0,2013,10
1052,10/13/2013,205.77,522.2,2191.79,-999.0,1.27,7.47,44.43,4.49,17.67,0.71,15.2,1865.19,0.0,279.72,20.85,267.97,18.07,280.07,9.01,271.36,31.71,297.97,13.55,244.33,9.67,0.0,0.125,0.0,2013,10
1053,10/14/2013,0.0,324.65,1739.16,-999.0,0.86,4.41,47.54,3.75,16.16,0.04,14.0,1805.7,0.0,289.44,53.46,318.27,18.59,281.37,27.45,293.64,54.89,348.27,13.94,280.6,38.84,0.0,0.125,0.0,2013,10
1054,10/15/2013,0.0,442.46,1995.22,-999.0,0.92,6.84,41.27,3.32,15.11,-2.17,15.13,1690.62,0.0,291.82,32.57,359.4,8.97,252.17,22.06,279.49,31.48,29.4,6.73,283.14,17.85,0.0,0.125,0.0,2013,10
1055,10/16/2013,0.0,158.3,7593.09,-999.0,0.61,5.37,34.8,2.76,16.16,-2.38,15.62,2396.96,0.0,302.3,33.67,318.21,13.11,301.26,17.03,306.02,36.11,348.21,9.83,286.46,20.32,0.0,0.125,0.0,2013,10
1056,10/17/2013,0.0,124.2,5154.9,-999.0,0.8,6.51,26.44,2.52,17.56,-5.39,20.0,2571.1,0.0,323.13,28.85,326.42,17.74,345.21,12.84,333.76,33.54,356.42,13.31,302.6,16.25,0.0,0.125,0.0,2013,10
1057,10/18/2013,0.0,127.23,5910.8,-999.0,0.61,6.7,24.41,2.35,18.51,-4.08,19.02,2750.9,0.0,338.76,21.42,353.99,16.62,332.6,13.46,342.83,30.77,23.99,12.46,317.01,17.45,0.0,0.125,0.0,2013,10
1058,10/19/2013,0.0,127.99,6429.65,-999.0,0.61,6.85,18.77,2.3,19.69,-5.41,20.15,2836.62,0.0,337.95,17.83,333.53,12.64,342.72,8.79,339.57,23.12,3.53,9.48,303.88,12.91,0.0,0.125,0.0,2013,10
1059,10/20/2013,0.0,145.29,5311.75,-999.0,0.73,7.02,16.6,1.98,20.46,-7.92,24.02,2757.79,0.0,327.74,23.68,332.93,15.73,348.6,12.58,344.76,30.72,2.93,11.79,309.48,14.51,0.0,0.125,0.0,2013,10
1060,10/21/2013,0.0,140.47,5445.08,-999.0,0.76,5.77,23.38,2.55,19.72,-4.35,20.49,2733.65,0.0,292.58,6.77,123.34,5.0,246.48,7.93,226.96,7.26,153.34,3.75,189.21,2.85,0.0,0.125,0.0,2013,10
1061,10/22/2013,0.0,155.53,3902.07,-999.0,0.76,6.28,19.75,2.36,21.0,-4.21,22.25,2885.76,0.0,199.15,16.74,169.4,6.53,209.19,12.12,195.52,20.89,199.4,4.9,182.7,9.39,0.0,0.125,0.0,2013,10
1062,10/23/2013,0.0,163.87,3744.58,-999.0,1.07,7.92,20.53,2.63,22.25,-4.48,23.02,2702.32,0.0,204.43,19.64,154.34,8.47,222.95,16.43,206.34,25.32,184.34,6.35,201.08,9.72,0.0,0.125,0.0,2013,10
1063,10/24/2013,4.56,189.29,3657.92,-999.0,1.13,8.93,18.14,2.71,23.62,-5.25,26.39,2647.56,0.0,172.94,7.27,97.23,1.97,246.4,6.97,224.54,6.54,127.23,1.48,214.56,8.62,0.0,0.125,0.0,2013,10
1064,10/25/2013,0.0,791.81,2651.7,-999.0,1.18,7.95,28.31,3.5,21.92,-0.03,18.91,2610.88,0.0,307.58,32.03,352.26,10.01,312.12,13.67,319.29,29.9,22.26,7.51,297.58,13.05,0.0,0.375,0.0,2013,10
1065,10/26/2013,0.0,140.35,3196.91,-999.0,0.79,7.26,21.74,2.76,21.0,-2.56,19.9,2705.46,0.0,276.43,21.95,264.58,0.57,270.78,14.95,269.74,22.18,294.58,0.43,282.9,13.09,0.0,0.125,0.0,2013,10
1066,10/27/2013,0.0,142.17,3018.66,-999.0,1.19,7.64,30.63,3.84,20.88,-0.48,18.31,2498.76,0.0,250.82,39.94,225.43,31.77,288.56,12.25,244.27,44.39,255.43,23.83,211.79,16.39,0.0,0.375,0.0,2013,10
1067,10/28/2013,131.08,231.32,1722.38,1763.62,1.23,6.58,64.32,4.35,13.96,0.26,11.98,1397.5,0.0,227.36,80.78,219.78,40.33,207.07,26.51,216.0,80.4,249.78,30.25,200.19,34.83,0.0,0.375,0.0,2013,10
1068,10/29/2013,47.46,276.53,1404.29,-999.0,1.09,6.57,64.61,4.09,11.54,0.02,11.32,1262.0,0.0,248.84,27.44,241.45,11.14,243.97,9.42,242.14,25.33,271.45,8.36,243.91,11.69,0.0,0.375,0.0,2013,10
1069,10/30/2013,0.0,100.17,1335.62,-999.0,0.97,5.91,62.12,3.78,12.1,-0.22,10.76,1481.34,0.0,333.19,47.09,329.02,21.83,343.29,23.65,336.06,52.12,359.02,16.37,322.15,26.94,0.0,0.375,0.0,2013,10
1070,10/31/2013,0.0,73.04,3201.85,-999.0,0.92,5.13,43.87,3.04,14.26,-3.14,13.28,2175.48,0.0,6.0,55.35,2.07,24.65,352.33,18.86,358.6,50.94,32.07,18.49,336.88,26.62,0.0,0.125,0.0,2013,10
1071,05/01/2014,0.0,222.96,5062.01,-999.0,0.72,6.98,15.68,1.99,21.73,-9.16,29.34,2745.86,0.0,352.11,32.62,10.81,23.05,351.0,14.92,0.38,41.54,40.81,17.29,333.9,21.96,0.0,0.125,0.0,2014,5
1072,05/02/2014,0.0,228.51,3964.16,-999.0,0.74,7.76,14.42,2.15,26.49,-5.85,28.99,3002.3,0.0,355.35,18.34,321.48,9.19,3.76,11.91,347.14,23.37,351.48,6.9,333.35,6.64,0.0,0.125,0.0,2014,5
1073,05/03/2014,0.0,1048.24,4154.52,-999.0,0.67,7.75,13.45,2.35,28.84,-6.95,33.89,3173.02,0.0,274.92,14.16,233.67,26.73,342.34,11.18,264.59,25.59,263.67,20.05,185.52,9.72,0.0,0.125,0.0,2014,5
1074,05/04/2014,0.0,273.4,3985.72,-999.0,0.64,7.36,13.74,2.21,27.78,-6.86,32.5,3032.5,0.0,243.99,21.42,227.8,28.22,305.27,8.73,245.15,33.73,257.8,21.17,199.76,15.02,0.0,0.125,0.0,2014,5
1075,05/05/2014,0.0,252.51,4322.41,-999.0,0.65,7.81,11.45,1.68,26.2,-11.1,35.37,2725.87,0.0,214.11,35.47,217.14,35.87,224.51,7.89,219.13,48.97,247.14,26.9,185.78,25.27,0.0,0.375,0.0,2014,5
1076,05/06/2014,77.43,637.16,2058.29,2058.29,1.1,7.35,48.59,4.28,16.89,-0.04,15.44,1712.89,0.0,202.34,44.35,214.29,20.86,194.93,16.34,205.79,44.54,244.29,15.64,186.3,17.66,0.0,0.375,0.0,2014,5
1077,05/07/2014,55.29,144.01,1611.65,-999.0,1.12,7.49,57.22,4.06,16.01,0.22,13.02,1641.78,0.0,311.78,18.95,277.81,16.26,319.6,9.23,297.71,26.86,307.81,12.19,291.3,10.88,0.0,0.375,0.0,2014,5
1078,05/08/2014,0.0,179.45,2559.12,-999.0,0.77,6.4,35.45,2.99,18.47,-4.33,20.87,1998.35,0.0,295.2,22.48,263.66,14.9,318.06,14.3,301.0,31.98,293.66,11.18,245.89,11.74,0.0,0.125,0.0,2014,5
1079,05/09/2014,0.0,841.96,3054.51,-999.0,1.49,6.17,28.81,3.99,23.47,-1.02,22.06,2523.01,0.0,289.21,37.36,254.28,23.62,314.51,21.54,285.65,46.18,284.28,17.71,274.04,19.05,0.0,0.125,0.0,2014,5
1080,05/10/2014,170.72,227.88,2931.95,-999.0,1.54,7.4,36.2,4.32,22.72,0.21,20.55,2502.95,0.0,273.9,46.34,242.16,30.95,280.78,17.97,259.76,57.51,272.16,23.21,231.88,16.81,0.0,0.375,0.0,2014,5
1081,05/11/2014,1.93,213.19,2002.55,-999.0,1.06,7.24,48.98,3.42,13.53,-2.4,13.74,1376.96,0.0,320.78,37.54,347.27,28.63,310.54,22.76,327.9,55.4,17.27,21.47,286.69,23.85,0.0,0.375,0.0,2014,5
1082,05/12/2014,0.0,150.12,2639.22,-999.0,0.74,5.91,34.11,2.75,17.59,-5.51,20.95,1776.08,0.0,324.18,54.05,359.61,31.8,313.07,32.7,334.52,69.65,29.61,23.85,318.77,38.54,0.0,0.125,0.0,2014,5
1083,05/13/2014,0.0,171.27,5480.53,-999.0,0.82,4.85,29.78,2.41,18.54,-6.82,23.0,2045.24,0.0,321.78,41.4,5.0,16.75,328.36,24.1,338.57,47.42,35.0,12.56,313.57,26.48,0.0,0.125,0.0,2014,5
1084,05/14/2014,0.0,208.53,4370.99,-999.0,0.87,6.26,18.28,2.72,22.84,-5.44,27.28,2860.49,0.0,344.85,34.5,7.59,18.76,343.85,18.57,354.02,42.09,37.59,14.07,318.7,22.26,0.0,0.125,0.0,2014,5
1085,05/15/2014,0.0,267.87,4018.49,-999.0,0.92,7.5,17.28,2.74,28.01,-3.9,29.24,3181.83,0.0,321.29,24.76,311.85,11.82,334.69,14.41,324.99,30.22,341.85,8.87,305.56,13.99,0.0,0.125,0.0,2014,5
1086,05/16/2014,0.0,298.73,4715.31,-999.0,1.01,8.4,11.13,2.21,30.36,-7.39,36.06,3356.95,0.0,310.0,27.42,271.32,17.27,340.44,16.31,307.76,33.44,301.32,12.95,299.93,11.27,0.0,0.125,0.0,2014,5
1087,05/17/2014,0.0,293.95,4703.17,-999.0,0.94,8.68,12.22,2.44,30.96,-7.04,34.92,3392.57,0.0,276.05,28.48,242.73,18.67,320.93,10.78,271.98,28.44,272.73,14.0,253.22,11.71,0.0,0.125,0.0,2014,5
1088,05/18/2014,0.0,820.43,4186.65,-999.0,0.95,7.35,14.15,2.45,28.32,-7.0,31.88,3166.83,0.0,255.03,35.51,233.88,32.05,292.09,10.82,249.54,44.19,263.88,24.04,219.99,17.19,0.0,0.125,0.0,2014,5
1089,05/19/2014,0.0,488.78,3803.38,-999.0,0.96,6.95,20.93,2.79,24.99,-4.67,26.81,2875.72,0.0,237.81,41.58,225.92,31.43,255.85,12.88,235.84,49.67,255.92,23.57,208.23,23.98,0.0,0.375,0.0,2014,5
1090,05/20/2014,0.0,699.25,2980.35,-999.0,0.81,6.54,28.16,3.22,21.8,-3.45,24.22,2264.13,0.0,200.94,67.53,202.67,35.71,187.1,28.57,197.58,74.64,232.67,26.78,183.19,39.92,0.0,0.125,0.0,2014,5
